artist_name,e.country,e.country_3,e.startdate,num_exhibitions
Oskar H. Hagemann,DE,DEU,1913,6
Oskar Hermann-Lamb,DE,DEU,1914,2
Oskar Hout,DE,DEU,1911,4
Oskar Hout,DE,DEU,1912,5
Oskar Hout,DE,DEU,1913,4
Oskar Hout,DE,DEU,1914,8
Oskar Hout,DE,DEU,1915,6
Oskar Höppner,DE,DEU,1912,2
Oskar Kokoschka,AT,AUT,1908,36
Oskar Kokoschka,AT,AUT,1909,8
Oskar Kokoschka,AT,AUT,1911,70
Oskar Kokoschka,AT,AUT,1913,13
Oskar Kokoschka,DE,DEU,1910,49
Oskar Kokoschka,DE,DEU,1912,154
Oskar Kokoschka,DE,DEU,1913,17
Oskar Kokoschka,DE,DEU,1914,34
Oskar Kokoschka,DE,DEU,1915,29
Oskar Kokoschka,HU,HUN,1913,7
Oskar Kokoschka,JP,JPN,1914,10
Oskar Kruse-Lietzenburg,DE,DEU,1908,10
Oskar Kruse-Lietzenburg,DE,DEU,1909,4
Oskar Kruse-Lietzenburg,DE,DEU,1910,2
Oskar Kruse-Lietzenburg,DE,DEU,1912,14
Oskar Laske,AT,AUT,1907,2
Oskar Laske,AT,AUT,1908,10
Oskar Laske,AT,AUT,1909,22
Oskar Laske,AT,AUT,1910,74
Oskar Laske,AT,AUT,1911,36
Oskar Laske,AT,AUT,1912,48
Oskar Laske,AT,AUT,1914,21
Oskar Laske,AT,AUT,1915,46
Oskar Laske,CZ,CZE,1911,26
Oskar Laske,CZ,CZE,1914,42
Oskar Laske,IT,ITA,1914,1
Oskar Menzel,DE,DEU,1906,2
Oskar Meshaninov,RU,RUS,1913,1
Oskar Michaelis,DE,DEU,1905,3
Oskar Moll,AT,AUT,1906,6
Oskar Moll,DE,DEU,1904,8
Oskar Moll,DE,DEU,1905,13
Oskar Moll,DE,DEU,1906,25
Oskar Moll,DE,DEU,1907,10
Oskar Moll,DE,DEU,1908,2
Oskar Moll,DE,DEU,1909,29
Oskar Moll,DE,DEU,1910,10
Oskar Moll,DE,DEU,1911,22
Oskar Moll,DE,DEU,1912,8
Oskar Moll,DE,DEU,1913,9
Oskar Moll,DE,DEU,1914,8
Oskar Obier,DE,DEU,1906,6
Oskar Obier,DE,DEU,1909,6
Oskar Obier,DE,DEU,1910,7
Oskar Obier,DE,DEU,1912,8
Oskar Obier,DE,DEU,1913,2
Oskar Obier,DE,DEU,1914,6
Oskar Popp,DE,DEU,1905,3
Oskar Popp,DE,DEU,1912,4
Oskar Popp,IT,ITA,1908,1
Oskar Strnad,AT,AUT,1908,2
Oskar Tröndle,DE,DEU,1905,3
Oskar Tröndle,IT,ITA,1908,2
Oskar Zwintscher,AT,AUT,1906,20
Oskar Zwintscher,AT,AUT,1907,6
Oskar Zwintscher,DE,DEU,1906,4
Oskar Zwintscher,DE,DEU,1907,5
Oskar Zwintscher,DE,DEU,1909,4
Oskar Zwintscher,DE,DEU,1912,4
Oskar Zwintscher,DE,DEU,1913,2
Oskar Zwintscher,DE,DEU,1914,2
Oskar Zwintscher,IT,ITA,1907,2
Oskar Zwintscher,IT,ITA,1910,46
Osmar Schindler,AT,AUT,1906,6
Osmar Schindler,DE,DEU,1906,1
Ossip Emmanujilowitsch Brass,AT,AUT,1908,10
Ossip Emmanujilowitsch Brass,IT,ITA,1914,4
Ossip Emmanujilowitsch Brass,RU,RUS,1905,9
Ossip Emmanujilowitsch Brass,RU,RUS,1911,21
Ossip Emmanujilowitsch Brass,RU,RUS,1912,10
Ossip Emmanujilowitsch Brass,RU,RUS,1913,12
Ossip Emmanujilowitsch Brass,RU,RUS,1915,14
Ossip Emmanujilowitsch Brass,UA,UKR,1913,8
Ossip Zadkine,NL,NLD,1914,4
Osvaldo Fiorido,IT,ITA,1906,1
Oswald A. Erich,DE,DEU,1915,2
Oswald Achenbach,DE,DEU,1910,2
Oswald Achenbach,DE,DEU,1911,3
Oswald Achenbach,FR,FRA,1912,2
Oswald Boche,DE,DEU,1912,2
Oswald Dubakh,RU,RUS,1911,4
Oswald Dunnett,GB,GBR,1911,6
Oswald Galle,DE,DEU,1910,10
Oswald Galle,DE,DEU,1911,2
Oswald Galle,DE,DEU,1912,4
Oswald Galle,DE,DEU,1913,2
Oswald Galle,DE,DEU,1914,1
Oswald Galle,DE,DEU,1915,4
Oswald Garside,GB,GBR,1908,10
Oswald Gottfried,DE,DEU,1905,3
Oswald Grill,AT,AUT,1915,2
Oswald Grill,HU,HUN,1913,3
Oswald Grill,IT,ITA,1912,2
Oswald Hornby Joseph Birley,GB,GBR,1908,6
Oswald Hornby Joseph Birley,IT,ITA,1912,2
Oswald Hornby Joseph Birley,US,USA,1914,1
Oswald Kresse,DE,DEU,1905,3
Oswald Krobshofer,AT,AUT,1913,4
Oswald Krobshofer,CZ,CZE,1913,2
Oswald Krobshofer,DE,DEU,1911,4
Oswald Krobshofer,DE,DEU,1912,4
Oswald Krobshofer,DE,DEU,1913,2
Oswald Krobshofer,DE,DEU,1914,1
Oswald Pilloud,HU,HUN,1910,2
Oswald Poreau,BE,BEL,1913,1
Oswald Roux,AT,AUT,1906,8
Oswald Roux,AT,AUT,1907,4
Oswald Roux,AT,AUT,1908,6
Oswald Roux,AT,AUT,1909,4
Oswald Roux,AT,AUT,1910,10
Oswald Roux,AT,AUT,1911,6
Oswald Roux,AT,AUT,1912,12
Oswald Roux,AT,AUT,1913,42
Oswald Roux,AT,AUT,1914,12
Oswald Roux,DE,DEU,1911,18
Oswin Hempel,AT,AUT,1909,6
Oszkár Glatz,DE,DEU,1905,3
Oszkár Glatz,DE,DEU,1907,6
Oszkár Glatz,HU,HUN,1905,4
Oszkár Glatz,HU,HUN,1906,36
Oszkár Glatz,HU,HUN,1908,10
Oszkár Glatz,HU,HUN,1909,40
Oszkár Glatz,HU,HUN,1910,10
Oszkár Glatz,HU,HUN,1913,5
Oszkár Glatz,HU,HUN,1915,11
Oszkár Glatz,IT,ITA,1909,2
Oszkár Glatz,IT,ITA,1910,6
Oszkár Glatz,IT,ITA,1912,38
Oszkár Glatz,NL,NLD,1912,4
Oszkár Herritz,HU,HUN,1907,1
Oszkár Kaufmann,HU,HUN,1905,2
Ota Bubeníček,AT,AUT,1914,1
Ota Bubeníček,CZ,CZE,1912,16
Ota Bubeníček,CZ,CZE,1913,4
Ota Bubeníček,CZ,CZE,1914,2
Otakar Nejedlý,AT,AUT,1906,2
Otakar Nejedlý,AT,AUT,1908,4
Otakar Nejedlý,CZ,CZE,1905,16
Otakar Nejedlý,CZ,CZE,1906,16
Otakar Nejedlý,CZ,CZE,1908,8
Otakar Nejedlý,CZ,CZE,1909,46
Otakar Nejedlý,CZ,CZE,1912,36
Otakar Nejedlý,CZ,CZE,1913,14
Otakar Nejedlý,CZ,CZE,1914,4
Otakar Nejedlý,IT,ITA,1907,2
Otakar Nejedlý,IT,ITA,1910,2
Otakar Španiel,CZ,CZE,1909,22
Otakar Španiel,CZ,CZE,1913,2
Othmar Brioschi,IT,ITA,1906,2
Othmar Brioschi,IT,ITA,1908,3
Othmar Ružička,HU,HUN,1913,1
Othmar Ružička,IT,ITA,1912,2
Otho Orlando Kurz,DE,DEU,1905,3
Othon Friesz,AT,AUT,1913,2
Othon Friesz,BE,BEL,1907,10
Othon Friesz,BE,BEL,1913,6
Othon Friesz,CH,CHE,1908,2
Othon Friesz,CH,CHE,1911,2
Othon Friesz,CZ,CZE,1910,8
Othon Friesz,CZ,CZE,1912,2
Othon Friesz,CZ,CZE,1913,6
Othon Friesz,CZ,CZE,1914,8
Othon Friesz,DE,DEU,1909,4
Othon Friesz,DE,DEU,1910,6
Othon Friesz,DE,DEU,1911,10
Othon Friesz,DE,DEU,1912,10
Othon Friesz,DE,DEU,1913,33
Othon Friesz,DE,DEU,1914,2
Othon Friesz,FR,FRA,1905,26
Othon Friesz,FR,FRA,1906,8
Othon Friesz,FR,FRA,1907,39
Othon Friesz,FR,FRA,1908,15
Othon Friesz,FR,FRA,1910,49
Othon Friesz,FR,FRA,1911,19
Othon Friesz,FR,FRA,1912,54
Othon Friesz,FR,FRA,1913,3
Othon Friesz,FR,FRA,1914,3
Othon Friesz,GB,GBR,1910,7
Othon Friesz,GB,GBR,1912,4
Othon Friesz,GB,GBR,1913,2
Othon Friesz,GB,GBR,1914,4
Othon Friesz,LV,,1909,4
Othon Friesz,LV,,1910,8
Othon Friesz,NL,NLD,1911,2
Othon Friesz,RU,RUS,1909,4
Othon Friesz,RU,RUS,1910,12
Othon Friesz,RU,RUS,1912,5
Othon Friesz,UA,UKR,1909,8
Othon Friesz,UA,UKR,1910,16
Othon Friesz,US,USA,1913,18
Othone Coubine,CZ,CZE,1907,10
Othone Coubine,CZ,CZE,1908,6
Othone Coubine,CZ,CZE,1909,6
Othone Coubine,CZ,CZE,1911,8
Othone Coubine,CZ,CZE,1913,4
Othone Coubine,CZ,CZE,1914,10
Othone Coubine,DE,DEU,1913,10
Othone Coubine,DE,DEU,1914,60
Othone Coubine,DE,DEU,1915,6
Othone Coubine,RU,RUS,1913,2
Ottilie Reyländer-Böhme,DE,DEU,1910,8
Ottilie Reyländer-Böhme,DE,DEU,1912,2
Ottilie Schneider,AT,AUT,1910,6
Ottilie Schneider,CZ,CZE,1910,6
Ottilie Schneider,CZ,CZE,1913,2
Ottilie Wilhelmine Roederstein,CH,CHE,1911,2
Ottilie Wilhelmine Roederstein,DE,DEU,1907,5
Ottilie Wilhelmine Roederstein,DE,DEU,1912,2
Ottmar Begas,IT,ITA,1906,3
Otto Ackermann,CH,CHE,1911,1
Otto Ackermann,DE,DEU,1906,6
Otto Ackermann,DE,DEU,1907,3
Otto Ackermann,DE,DEU,1909,8
Otto Ackermann,DE,DEU,1913,2
Otto Ackermann,IT,ITA,1907,2
Otto Ackermann,IT,ITA,1908,1
Otto Ackermann,IT,ITA,1914,2
Otto Ackermann,NL,NLD,1912,1
Otto Ahrweiler,DE,DEU,1905,3
Otto Albert Athenstaedt,DE,DEU,1908,2
Otto Altenkirch,DE,DEU,1906,2
Otto Altenkirch,DE,DEU,1908,2
Otto Altenkirch,DE,DEU,1909,2
Otto Altenkirch,DE,DEU,1910,2
Otto Altenkirch,DE,DEU,1911,4
Otto Altenkirch,DE,DEU,1912,5
Otto Altenkirch,DE,DEU,1913,6
Otto Altenkirch,DE,DEU,1914,2
Otto Arndts,DE,DEU,1913,2
Otto Bache,DE,DEU,1905,3
Otto Baditz,HU,HUN,1905,12
Otto Baditz,HU,HUN,1906,12
Otto Baditz,HU,HUN,1908,8
Otto Barth,AT,AUT,1906,20
Otto Barth,AT,AUT,1907,14
Otto Barth,AT,AUT,1908,10
Otto Barth,AT,AUT,1909,16
Otto Barth,AT,AUT,1910,20
Otto Barth,AT,AUT,1911,11
Otto Barth,AT,AUT,1912,8
Otto Barth,AT,AUT,1914,6
Otto Barth,CZ,CZE,1911,7
Otto Barth,CZ,CZE,1914,12
Otto Baumberger,IT,ITA,1915,1
Otto Bauriedl,AT,AUT,1906,14
Otto Bauriedl,AT,AUT,1907,18
Otto Bauriedl,AT,AUT,1908,16
Otto Bauriedl,AT,AUT,1909,4
Otto Bauriedl,AT,AUT,1910,4
Otto Bauriedl,AT,AUT,1911,9
Otto Bauriedl,AT,AUT,1912,4
Otto Bauriedl,BE,BEL,1911,8
Otto Bauriedl,CZ,CZE,1911,3
Otto Bauriedl,DE,DEU,1906,8
Otto Bauriedl,DE,DEU,1907,7
Otto Bauriedl,DE,DEU,1909,13
Otto Bauriedl,DE,DEU,1910,19
Otto Bauriedl,DE,DEU,1911,5
Otto Bauriedl,DE,DEU,1912,8
Otto Bauriedl,DE,DEU,1913,6
Otto Bauriedl,DE,DEU,1914,4
Otto Bauriedl,DE,DEU,1915,8
Otto Beyer,DE,DEU,1909,6
Otto Beyer,DE,DEU,1910,14
Otto Beyer,DE,DEU,1911,9
Otto Beyer,DE,DEU,1912,21
Otto Beyer,DE,DEU,1913,11
Otto Beyer,DE,DEU,1914,1
Otto Boveri,DE,DEU,1914,2
Otto Boyer,DE,DEU,1906,3
Otto Boyer,DE,DEU,1907,1
Otto Boyer,DE,DEU,1909,10
Otto Boyer,DE,DEU,1912,8
Otto Bromberger,DE,DEU,1905,3
Otto Bruenauer,AT,AUT,1906,2
Otto Bruenauer,AT,AUT,1907,8
Otto Bruenauer,AT,AUT,1908,12
Otto Bruenauer,AT,AUT,1909,4
Otto Bruenauer,AT,AUT,1910,2
Otto Bruenauer,AT,AUT,1912,2
Otto Bruenauer,DE,DEU,1909,2
Otto Bruenauer,DE,DEU,1910,4
Otto Bruenauer,DE,DEU,1912,4
Otto Brumauer,DE,DEU,1908,2
Otto Carl Bentzon Haslund,DE,DEU,1905,3
Otto Dill,DE,DEU,1914,4
Otto Dill,DE,DEU,1915,4
Otto Döring,DE,DEU,1912,2
Otto Eerelman,DE,DEU,1905,3
Otto Eerelman,IT,ITA,1914,6
Otto Eerelman,NL,NLD,1905,1
Otto Eerelman,NL,NLD,1907,1
Otto Eerelman,NL,NLD,1909,3
Otto Feld,DE,DEU,1906,6
Otto Feld,DE,DEU,1907,2
Otto Feld,DE,DEU,1908,4
Otto Feldmann,DE,DEU,1910,4
Otto Feldmann,DE,DEU,1911,8
Otto Feldmann,DE,DEU,1913,10
Otto Feldmann,FR,FRA,1908,6
Otto Ferdinand Leiber,DE,DEU,1906,6
Otto Ferdinand Leiber,DE,DEU,1912,2
Otto Fischer,AT,AUT,1909,94
Otto Fischer,CZ,CZE,1913,2
Otto Fischer,DE,DEU,1906,20
Otto Fischer,DE,DEU,1907,6
Otto Fischer,DE,DEU,1908,6
Otto Fischer,DE,DEU,1913,4
Otto Fischer,GB,GBR,1908,4
Otto Fischer,HU,HUN,1909,8
Otto Fischer,IT,ITA,1910,14
Otto Fischer,NL,NLD,1912,4
Otto Franz,DE,DEU,1913,6
Otto Freundlich,DE,DEU,1910,1
Otto Freundlich,DE,DEU,1911,2
Otto Freundlich,DE,DEU,1912,2
Otto Freundlich,DE,DEU,1915,1
Otto Freundlich,HU,HUN,1913,2
Otto Freundlich,NL,NLD,1912,2
Otto Friedrich,AT,AUT,1905,2
Otto Friedrich,AT,AUT,1907,8
Otto Friedrich,AT,AUT,1908,10
Otto Friedrich,AT,AUT,1909,6
Otto Friedrich,AT,AUT,1910,34
Otto Friedrich,AT,AUT,1912,2
Otto Friedrich,AT,AUT,1913,68
Otto Friedrich,DE,DEU,1905,5
Otto Friedrich,DE,DEU,1906,2
Otto Friedrich,DE,DEU,1911,26
Otto Friedrich,GB,GBR,1906,1
Otto Friedrich Carl Lendecke,AT,AUT,1912,16
Otto Friedrich Carl Lendecke,HU,HUN,1913,13
Otto Friedrich Wilhelm Sebaldt,DE,DEU,1906,3
Otto Gadau,DE,DEU,1911,2
Otto Gadau,DE,DEU,1912,2
Otto Gadau,DE,DEU,1913,2
Otto Gampert,DE,DEU,1905,3
Otto Gampert,DE,DEU,1907,1
Otto Gebühr,DE,DEU,1913,6
Otto Geigenberger,DE,DEU,1909,2
Otto Geigenberger,DE,DEU,1912,2
Otto Georg Voigt,DE,DEU,1906,2
Otto Gerlach,DE,DEU,1906,4
Otto Goetzke,DE,DEU,1908,4
Otto Grassl,DE,DEU,1912,3
Otto Grassl,DE,DEU,1913,4
Otto Greiner,DE,DEU,1908,1
Otto Greiner,DE,DEU,1910,26
Otto Greiner,DE,DEU,1913,2
Otto Greiner,GB,GBR,1908,1
Otto Greiner,IT,ITA,1905,2
Otto Greiner,IT,ITA,1908,8
Otto Greiner,IT,ITA,1909,14
Otto Greiner,NL,NLD,1912,3
Otto Gussmann,DE,DEU,1910,12
Otto Gussmann,DE,DEU,1911,2
Otto Gussmann,DE,DEU,1912,2
Otto Gutfreund,DE,DEU,1913,14
Otto Günther-Naumburg,DE,DEU,1907,1
Otto Günther-Naumburg,IT,ITA,1914,2
Otto Hagborg,SE,SWE,1911,3
Otto Heichert,DE,DEU,1906,2
Otto Heichert,DE,DEU,1907,3
Otto Heichert,DE,DEU,1908,3
Otto Heichert,DE,DEU,1909,2
Otto Heichert,DE,DEU,1912,6
Otto Heichert,DE,DEU,1913,2
Otto Heichert,DE,DEU,1914,1
Otto Heichert,GB,GBR,1908,3
Otto Heichert,US,USA,1909,1
Otto Heinrich Engel,DE,DEU,1905,3
Otto Heinrich Engel,DE,DEU,1906,2
Otto Heinrich Engel,DE,DEU,1907,3
Otto Heinrich Engel,DE,DEU,1908,19
Otto Heinrich Engel,DE,DEU,1909,2
Otto Heinrich Engel,DE,DEU,1913,6
Otto Heinrich Engel,DE,DEU,1914,1
Otto Heinrich Engel,GB,GBR,1908,2
Otto Heinrich Engel,IT,ITA,1914,2
Otto Heinrich Engel,NL,NLD,1905,4
Otto Heinrich Engel,US,USA,1909,1
Otto Heinrich Engel,US,USA,1914,1
Otto Hennig,GB,GBR,1913,1
Otto Hennig,IT,ITA,1907,2
Otto Herbig,DE,DEU,1911,2
Otto Herbig,DE,DEU,1913,4
Otto Herold,DE,DEU,1909,4
Otto Herschel,AT,AUT,1905,4
Otto Herschel,AT,AUT,1915,8
Otto Herschel,HU,HUN,1913,2
Otto Herschel,IT,ITA,1912,2
Otto Hesselbom,AT,AUT,1910,6
Otto Hesselbom,AT,AUT,1911,6
Otto Hesselbom,CZ,CZE,1910,2
Otto Hesselbom,CZ,CZE,1913,2
Otto Hesselbom,DE,DEU,1908,4
Otto Hesselbom,FR,FRA,1906,6
Otto Hesselbom,FR,FRA,1907,4
Otto Hesselbom,HU,HUN,1906,4
Otto Hesselbom,IT,ITA,1907,2
Otto Hesselbom,NL,NLD,1912,3
Otto Hesselbom,SE,SWE,1911,6
Otto Hesselbom,US,USA,1912,12
Otto Hettner,AT,AUT,1910,116
Otto Hettner,AT,AUT,1911,10
Otto Hettner,CZ,CZE,1911,10
Otto Hettner,DE,DEU,1905,4
Otto Hettner,DE,DEU,1906,8
Otto Hettner,DE,DEU,1907,4
Otto Hettner,DE,DEU,1908,8
Otto Hettner,DE,DEU,1909,2
Otto Hettner,DE,DEU,1910,14
Otto Hettner,DE,DEU,1911,4
Otto Hettner,DE,DEU,1912,8
Otto Hettner,DE,DEU,1913,8
Otto Hettner,DE,DEU,1914,27
Otto Hierl-Deronco,AT,AUT,1909,16
Otto Hierl-Deronco,DE,DEU,1905,6
Otto Hierl-Deronco,DE,DEU,1906,4
Otto Hierl-Deronco,DE,DEU,1907,3
Otto Hierl-Deronco,GB,GBR,1906,1
Otto Hierl-Deronco,HU,HUN,1905,2
Otto Hierl-Deronco,IT,ITA,1905,2
Otto Hierl-Deronco,IT,ITA,1909,2
Otto Hofner,AT,AUT,1906,2
Otto Holmström,SE,SWE,1911,3
Otto Hundt,DE,DEU,1911,2
Otto Höger,DE,DEU,1910,6
Otto Höger,DE,DEU,1912,2
Otto Illies,DE,DEU,1908,8
Otto Illies,GB,GBR,1908,2
Otto J. E. Jacob,GB,GBR,1908,10
Otto Karl Kirberg,DE,DEU,1909,2
Otto Kopp,DE,DEU,1905,2
Otto Kopp,DE,DEU,1906,2
Otto Kopp,DE,DEU,1911,7
Otto Kopp,DE,DEU,1912,7
Otto Kopp,DE,DEU,1913,2
Otto Kopp,DE,DEU,1914,8
Otto Lang,DE,DEU,1908,2
Otto Lange,DE,DEU,1913,2
Otto Lange,IT,ITA,1915,3
Otto Lüer,DE,DEU,1909,4
Otto Maerker,DE,DEU,1913,6
Otto Marcus,DE,DEU,1908,1
Otto Marcus,GB,GBR,1908,1
Otto Marcus,IT,ITA,1907,4
Otto Marcus,NL,NLD,1905,2
Otto Maria Miethke-Gutenegg,AT,AUT,1907,56
Otto Maria Miethke-Gutenegg,DE,DEU,1908,58
Otto Marotz,DE,DEU,1911,1
Otto Mencke,DE,DEU,1911,2
Otto Mewes,DE,DEU,1913,2
Otto Mewes,DE,DEU,1914,6
Otto Modersohn,AT,AUT,1912,1
Otto Modersohn,DE,DEU,1906,8
Otto Modersohn,DE,DEU,1908,2
Otto Modersohn,DE,DEU,1910,14
Otto Modersohn,DE,DEU,1911,4
Otto Modersohn,DE,DEU,1912,15
Otto Modersohn,DE,DEU,1913,12
Otto Modersohn,DE,DEU,1914,5
Otto Modersohn,DE,DEU,1915,2
Otto Modersohn,GB,GBR,1908,2
Otto Modersohn,IT,ITA,1905,2
Otto Modersohn,US,USA,1909,1
Otto Moller,DE,DEU,1911,2
Otto Moller,DE,DEU,1912,4
Otto Moller,DE,DEU,1913,6
Otto Mueller,CZ,CZE,1912,4
Otto Mueller,DE,DEU,1910,9
Otto Mueller,DE,DEU,1911,8
Otto Mueller,DE,DEU,1912,28
Otto Mueller,DE,DEU,1913,2
Otto Mueller,DE,DEU,1914,14
Otto Mueller,RU,RUS,1912,1
Otto Neumann,DE,DEU,1908,2
Otto Ottmar,CZ,CZE,1909,6
Otto Ottmar,CZ,CZE,1912,4
Otto Pankok,DE,DEU,1913,4
Otto Penner,DE,DEU,1912,8
Otto Peters,CZ,CZE,1912,8
Otto Pieper,DE,DEU,1913,2
Otto Piltz,DE,DEU,1905,3
Otto Propheter,DE,DEU,1907,4
Otto Propheter,DE,DEU,1912,2
Otto Protzen,NL,NLD,1905,2
Otto Prutscher,AT,AUT,1908,4
Otto Quante,DE,DEU,1913,2
Otto Rasch,DE,DEU,1906,2
Otto Rauth,DE,DEU,1908,2
Otto Rauth,DE,DEU,1911,14
Otto Richard Bossert,DE,DEU,1906,2
Otto Richard Bossert,DE,DEU,1910,5
Otto Richard Bossert,DE,DEU,1913,4
Otto Richard Langer,DE,DEU,1906,4
Otto Richard Langer,DE,DEU,1910,2
Otto Richard Langer,DE,DEU,1914,1
Otto Rossow,DE,DEU,1906,4
Otto Schmidt-Cassella,DE,DEU,1908,6
Otto Schmidt-Cassella,DE,DEU,1910,4
Otto Schmidt-Cassella,DE,DEU,1912,2
Otto Schnartz,DE,DEU,1905,18
Otto Scholderer,DE,DEU,1906,3
Otto Scholderer,DE,DEU,1913,2
Otto Schönthal,AT,AUT,1908,2
Otto Seitz,DE,DEU,1905,3
Otto Sinding,DE,DEU,1905,9
Otto Sinding,DE,DEU,1911,1
Otto Sinding,HU,HUN,1906,6
Otto Sinding,IT,ITA,1907,4
Otto Sohn-Rethel,DE,DEU,1905,2
Otto Sohn-Rethel,DE,DEU,1906,8
Otto Sohn-Rethel,DE,DEU,1908,4
Otto Sohn-Rethel,DE,DEU,1912,4
Otto Sohn-Rethel,DE,DEU,1913,1
Otto Spotaczyk,DE,DEU,1913,6
Otto Theodor Wolfgang Stein,DE,DEU,1914,7
Otto Tragy,DE,DEU,1905,3
Otto Ubbelohde,CH,CHE,1911,1
Otto Ubbelohde,DE,DEU,1905,6
Otto Ubbelohde,DE,DEU,1906,3
Otto Ubbelohde,DE,DEU,1908,2
Otto Ubbelohde,DE,DEU,1909,2
Otto Valstad,GB,GBR,1913,3
Otto Valstad,IT,ITA,1914,10
Otto Valstad,NL,NLD,1912,3
Otto Vollmann,DE,DEU,1909,2
Otto Vollmann,DE,DEU,1912,3
Otto Vollmann,DE,DEU,1914,4
Otto Wagner,AT,AUT,1905,6
Otto Wagner,AT,AUT,1908,10
Otto Wagner,AT,AUT,1909,2
Otto Weil,DE,DEU,1909,6
Otto Weil,DE,DEU,1910,1
Otto Weil,DE,DEU,1912,10
Otto Weil,DE,DEU,1913,12
Otto Weil,DE,DEU,1914,4
Otto Wilhelm Merseburg,DE,DEU,1906,3
Otto Wilhelm Merseburg,DE,DEU,1913,4
Otto Wirsching,DE,DEU,1913,6
Otto Wirsching,DE,DEU,1915,6
Otto Wyler,DE,DEU,1909,2
Otto Wyler,DE,DEU,1910,1
Otto Wyler,DE,DEU,1911,1
Otto Wyler,DE,DEU,1912,2
Otto Wyler,DE,DEU,1913,2
Otto Wyler,DE,DEU,1914,5
Otto Wyler,DE,DEU,1915,2
Otto Zweig-Trubel,AT,AUT,1908,8
Otto Zweig-Trubel,AT,AUT,1911,2
Otto Zweig-Trubel,AT,AUT,1913,6
Otto van Rees,CZ,CZE,1914,4
Otto van Rees,DE,DEU,1912,2
Otto van Rees,DE,DEU,1913,6
Otto van Rees,NL,NLD,1907,3
Otto van Rees,NL,NLD,1911,2
Otto van Rees,NL,NLD,1912,4
Otto van Rees,NL,NLD,1913,2
Otto van Tussenbroek,NL,NLD,1911,2
Otto van Tussenbroek,NL,NLD,1912,6
Otto von Bylandt,NL,NLD,1909,2
Otto von Faber du Faur,FR,FRA,1912,2
Otto von Faber du Faur,GB,GBR,1906,1
Otto von Thoren,FR,FRA,1912,2
Otto von Thoren,HU,HUN,1909,6
Otto von Wätjen,DE,DEU,1910,6
Otto von Wätjen,DE,DEU,1912,2
Otto von Wätjen,DE,DEU,1914,4
"Otto, the younger Reiniger",AT,AUT,1907,1
"Otto, the younger Reiniger",CH,CHE,1911,5
"Otto, the younger Reiniger",DE,DEU,1905,2
"Otto, the younger Reiniger",DE,DEU,1906,11
"Otto, the younger Reiniger",DE,DEU,1908,4
"Otto, the younger Reiniger",DE,DEU,1909,152
"Otto, the younger Reiniger",DE,DEU,1910,12
"Otto, the younger Reiniger",DE,DEU,1911,2
"Otto, the younger Reiniger",IT,ITA,1905,2
"Otto, the younger Reiniger",IT,ITA,1910,4
Ottone Casimiro,IT,ITA,1906,1
Ottone Rosai,IT,ITA,1914,4
Ottó Serly,HU,HUN,1905,4
Ottóné Hoffmann,HU,HUN,1914,1
Oumbertos Argyros,DE,DEU,1913,2
Ovide Yencesse,CH,CHE,1906,28
Owen Merton,GB,GBR,1913,2
P. A. Rochegrosse,NL,NLD,1912,1
P. Conway,GB,GBR,1913,4
P. Conway,GB,GBR,1914,4
P. D. Bramirsky,RU,RUS,1907,6
P. Dupont,CZ,CZE,1913,2
P. Dupont,NL,NLD,1907,2
P. Eimer,DE,DEU,1911,1
P. Fanfani,IT,ITA,1910,1
P. I. Galkin,RU,RUS,1906,1
P. Kieft,NL,NLD,1911,2
P. Kovalenko,UA,UKR,1911,2
P. L. von Fessing,RU,RUS,1914,3
P. M. Petri,HU,HUN,1906,2
P. Pilichowski,GB,GBR,1908,4
P. Shherbov,RU,RUS,1908,4
P. Shherbov,RU,RUS,1911,1
P. Shherbov,RU,RUS,1914,5
P. Théodoze Petit,FR,FRA,1906,4
P. van den Bergh,NL,NLD,1914,10
P.P. Potipaka,RU,RUS,1911,11
P.P. Potipaka,RU,RUS,1912,13
P.P. Potipaka,RU,RUS,1913,2
Pablo Antonio Béjar Novella,GB,GBR,1914,1
Pablo Picasso,AT,AUT,1913,2
Pablo Picasso,AT,AUT,1914,57
Pablo Picasso,CH,CHE,1908,4
Pablo Picasso,CH,CHE,1911,10
Pablo Picasso,CZ,CZE,1913,16
Pablo Picasso,CZ,CZE,1914,4
Pablo Picasso,DE,DEU,1910,8
Pablo Picasso,DE,DEU,1911,12
Pablo Picasso,DE,DEU,1912,93
Pablo Picasso,DE,DEU,1913,126
Pablo Picasso,DE,DEU,1914,6
Pablo Picasso,DE,DEU,1915,1
Pablo Picasso,FR,FRA,1905,29
Pablo Picasso,FR,FRA,1907,2
Pablo Picasso,FR,FRA,1908,3
Pablo Picasso,FR,FRA,1910,1
Pablo Picasso,FR,FRA,1911,2
Pablo Picasso,GB,GBR,1910,9
Pablo Picasso,GB,GBR,1912,42
Pablo Picasso,GB,GBR,1913,1
Pablo Picasso,GB,GBR,1914,1
Pablo Picasso,HU,HUN,1910,4
Pablo Picasso,HU,HUN,1913,5
Pablo Picasso,IT,ITA,1915,1
Pablo Picasso,NL,NLD,1911,14
Pablo Picasso,NL,NLD,1912,24
Pablo Picasso,RU,RUS,1912,4
Pablo Picasso,RU,RUS,1913,1
Pablo Picasso,RU,RUS,1914,1
Pablo Picasso,US,USA,1913,35
